Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Measure_Description,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator
30006,TUCSON MEDICAL CENTER,5301 E. GRANT ROAD ,TUCSON,AZ,85712,Pima,-0.055606663729009805,0.0,2843.0,-0.04427325161065635,0,2843,,Not Available,Not Available,0.539982979771327,353,355,0.14526829092182378,309,355,,Not Available,Not Available,0.44404585298775223,318,318,-0.6615917713418351,14,29,0.1500539733528422,12,29,Assessment of Patient Experience of Care,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,0.17058580574658605,153,180,,Not Available,Not Available
30007,VERDE VALLEY MEDICAL CENTER,269 S. CANDY LANE ,COTTONWOOD,AZ,86326,Not Available,-0.055606663729009805,0.0,2043.0,-0.04427325161065635,0,2043,,Not Available,Not Available,0.5699062810160147,174,174,0.3748320382152523,160,174,0.1934988855827849,145,155,0.44404585298775223,154,154,-0.6772435078648658,33,69,-1.3486953943795645,0,69,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.7382948352579394,82,82,0.825715396921776,25,26
30010,ST. MARY'S HOSPITAL,1601 W. ST. MARY'S RD. ,TUCSON,AZ,85745,Pima,-0.054822108004972045,3.2,5525.0,-0.04427325161065635,0,5525,,Not Available,Not Available,0.2305974186878618,280,299,0.17285334405891553,262,299,0.4511625529135847,429,434,0.3665284987518558,434,439,-1.2772267412477025,37,121,-0.3309366405545131,34,121,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.9390712092096508,22,51,-0.26722319919177273,15,51,0.4919091164500118,201,215,1.0257869969115876,134,134
30011,ST JOSEPH'S HOSPITAL,350 N. WILMOT RD. ,TUCSON,AZ,85711,Pima,-0.054822108004972045,2.92,5632.0,-0.04427325161065635,0,5632,,Not Available,Not Available,0.5699062810160147,218,218,0.7512043733908328,218,218,0.4954029184364207,409,410,0.42704643319917845,398,399,-1.5286979747177263,53,227,-0.5507870190498179,50,227,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.1184754498541583,19,27,1.5748329666913576,14,27,0.11154406667740524,262,314,1.0257869969115876,213,213
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET ,PHOENIX,AZ,85008,Maricopa,0.043639635361766765,3977.64,65463.0,0.013948316256656912,2321.61,65463,-0.5525015130864015,26,46,0.2653298219183022,596,632,0.34444172543709956,577,632,0.4278269754949467,662,673,-0.44740372072505635,590,679,-1.9359909406836984,39,335,-1.0893661176042133,24,335,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-1.5722787377794165,73,210,-0.49214449573899977,56,210,0.47677020899637607,310,333,0.825715396921776,724,754
30023,FLAGSTAFF MEDICAL CENTER,1200 N. BEAVER STREET ,FLAGSTAFF,AZ,86002,Coconino,-0.05246844083285876,13.5,6633.0,-0.04073275086196838,14.1,6633,,Not Available,Not Available,0.5699062810160147,373,373,0.6132791077053715,362,373,0.2693395121933601,428,450,0.42908636357380736,449,450,0.031606248444827685,103,151,0.06638768433733079,59,151,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.3024084679265363,28,47,0.2876921163772988,17,47,0.6928781128970309,328,332,0.225500596952341,76,90
30037,ST LUKE'S MEDICAL CENTER,1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,-0.055606663729009805,0.0,12182.0,-0.04427325161065635,0,12182,,Not Available,Not Available,0.20281149610350854,583,626,0.08635783845955876,537,626,0.17745567610747104,632,678,-0.8594696564000848,548,678,-0.2911673402967794,66,112,-1.3486953943795645,0,112,Assessment of Patient Experience of Care,No,Non-Certified EHR Technology,No,-0.3073749157916031,86,167,-0.2237165250421265,50,167,0.3087283362610156,328,370,-1.4250901029636052,502,992
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90 ,SIERRA VISTA,AZ,85635,Cochise,-0.05521438586699092,0.83,2942.0,-0.04387986263857991,.5,2942,,Not Available,Not Available,-1.4445731063495566,119,191,-1.3784552374473902,104,191,-3.0788296895183738,74,282,-0.15909356111084552,257,282,-1.6100870046374849,25,119,-0.9836061332209698,12,119,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.7261837092950307,308,309,0.6756616969294172,100,107
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 W. THUNDERBIRD RD. ,GLENDALE,AZ,85306,Not Available,-0.05286071869487764,31.73,18405.0,-0.04387986263857991,2.23,18405,,Not Available,Not Available,0.35296234699202994,378,394,0.5136923904477336,374,394,0.4808181825497711,552,555,0.2611320960626986,542,557,-1.0824495756277672,110,304,-0.4551684030320906,75,304,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.42071755217043943,40,80,-0.013571080092892485,26,80,0.5880411787806012,145,151,0.8757332969192289,86,89
30093,BANNER DEL E. WEBB MEDICAL CENTER,1400 S. DOBSON ROAD ,MESA,AZ,85202,Maricopa,-0.05521438586699092,3.95,11427.0,-0.04427325161065635,0,11456,,Not Available,Not Available,0.16220130155714738,363,393,0.32620753777020806,360,396,0.404491398076308,650,664,0.21557365102932077,632,654,-1.7568655115867935,22,131,-1.3486953943795645,0,131,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.3610286917048675,78,106,0.10627749397971767,36,106,0.6035585589205781,217,225,0.9257511969166818,118,120
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY ,TUCSON,AZ,85713,Pima,-0.051683885108821,48.79,19719.0,-0.038765806001586176,67.63,19719,-2.5467229071965427,0,12,-1.9083842756422131,215,401,-1.4406384928242255,213,401,-0.021869047676732367,672,754,0.14077620395959656,107,112,-1.656694397839398,12,61,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.5657961267353501,25,52,0.31806470021761757,19,52,-0.10797009140031791,125,161,0.6756616969294172,100,108
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD ,ORO VALLEY,AZ,85755,Pima,-0.055606663729009805,0.0,2017.0,-0.04427325161065635,0,2017,,Not Available,Not Available,0.5699062810160147,178,178,0.6721895601676365,175,178,0.39282360936698907,166,170,-0.36512652894835973,148,168,-1.046624489808386,16,43,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.6681273746422479,38,59,0.3796307485425885,22,59,0.6682773882848726,106,108,-1.3250543029686994,50,95
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD ,MESA,AZ,85209,Maricopa,-0.055606663729009805,0.0,6621.0,-0.04427325161065635,0,6621,,Not Available,Not Available,0.03395858193705766,314,349,-0.40082225253790094,263,349,-0.6475542172139769,228,299,-1.2558961258696248,234,312,-0.27551560377374873,19,32,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,-0.37613611519476353,43,85,-0.36326623457872753,24,85,0.2542282694279252,150,172,0.225500596952341,31,37
34004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 E. EARLL DR. ,SCOTTSDALE,AZ,85251,Not Available,-0.054037552280934285,32.34,32387.0,-0.04387986263857991,9.09,32387,,Not Available,Not Available,0.279757127875562,662,700,0.45711965435301855,656,700,0.17210793961569976,419,450,0.4127669205767769,432,434,-1.5457409767094707,56,245,-0.7572363036335473,40,245,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.47134392975298645,37,75,0.6020894031568168,30,75,0.5392182022426246,180,190,0.825715396921776,315,329
34013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,-0.05286071869487764,80.23,45697.0,-0.038372417029509734,164.14,45697,-0.39443159366648944,61,100,0.2060175640940109,1286,1380,-0.01790431153317991,1153,1380,0.367057242633909,809,833,0.002060938484834163,777,831,0.36690122640485945,239,307,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Non-Certified EHR Technology,No,-0.6625151764452905,139,297,-0.11125587676851315,93,297,0.4317319593218088,465,506,0.6256437969319644,441,481
34020,HAVEN SENIOR HORIZONS,"1201 SOUTH 7TH AVENUE, STE. 200 ",PHOENIX,AZ,85007,Maricopa,-0.055606663729009805,0.03,5203.0,-0.04427325161065635,0,5203,,Not Available,Not Available,0.46517472665960863,300,306,0.21633486849534936,271,306,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.9451161498165219,31,72,-1.1989227305096664,13,72,,Not Available,Not Available,-2.675537602899928,32,121
34021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET ,PHOENIX,AZ,85008,Maricopa,-0.016378877527121832,610.05,25321.0,-0.037192250113280416,111.1,25321,,Not Available,Not Available,0.5699062810160147,18,18,0.7512043733908328,18,18,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,-1.8252333029432286,296,692
34022,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD ,TUCSON,AZ,85704,Pima,-0.05325299655689652,30.0,22218.0,-0.04309308469442703,15,22218,-2.3209087365966683,21,328,0.5699062810160147,740,740,0.7446587675616922,739,740,0.3660849269081319,335,345,0.2468525834402961,335,345,1.100793761151402,189,191,1.3442000983924132,142,191,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.5975320649214243,51,107,0.3870186743415853,40,107,-1.6653851956931303,54,148,-1.2250185029737937,135,244
34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET ,FLAGSTAFF,AZ,86004,Coconino,-0.05521438586699092,0.68,3600.0,-0.0419129177781977,5.5,3600,0.9015300447918527,129,132,0.5164718145076441,592,598,0.59504492003848,578,598,0.5070707071457397,598,598,0.44404585298775223,598,598,-0.03830484135804168,143,216,-0.8792949157470854,28,216,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,-0.42071755217043943,27,54,-0.09730090581485293,17,54,-3.0464320281510826,0,300,-0.07460680303237649,89,114
34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE ,GLENDALE,AZ,85302,Maricopa,-0.05521438586699092,7.69,33321.0,-0.04427325161065635,0,33321,0.14152422686665,16,21,-3.3414966673967124,959,3578,-2.715628999686099,925,3578,-3.238775626408625,675,2941,-4.968569407694136,600,2941,1.1042719248231865,312,315,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,Yes,-0.19025419153347242,87,164,-0.12849437029950478,51,164,-2.669851705241885,185,1859,-2.3254123029177576,124,372
34025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE ,PRESCOTT VALLEY,AZ,86314,Yavapai,-0.05521438586699092,1.56,4899.0,-0.04348647366650347,1.86,4899,,Not Available,Not Available,0.5699062810160147,205,205,0.7512043733908328,205,205,-4.3545079217372775,0,579,0.16185548449742723,555,579,-2.340849192079421,0,359,-1.3486953943795645,0,359,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,-0.5952652121938475,31,65,-0.4084146700170393,18,65,-1.276693746821024,159,340,-1.575143802955964,21,44
34026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE ,PHOENIX,AZ,85018,Maricopa,-0.05521438586699092,8.85,40103.0,-0.04427325161065635,0,40103,0.9816235084264955,16,16,0.5699062810160147,891,891,0.7198789740656601,885,891,0.5007506549281919,762,763,0.44404585298775223,763,763,1.13731447970514,432,432,0.026184402602604573,164,432,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.22199012971954618,140,266,0.6209696579764743,107,266,0.3772318924887184,332,367,-0.6748216030018114,281,428
34027,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE ,LAKESIDE,AZ,85929,Navajo,-0.029716324835763742,60.3,3798.0,-0.009655022067929547,79.9,3798,0.9816235084264955,91,91,0.22792569536244264,614,656,0.6801377958173073,646,656,-4.3545079217372775,0,654,0.44404585298775223,654,654,1.13731447970514,490,490,1.9110301516793193,441,490,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.2940966745920884,22,37,-0.24095501857311843,11,37,-3.0464320281510826,0,328,-0.07460680303237649,73,94
34028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE ,TEMPE,AZ,85283,Maricopa,-0.054822108004972045,11.22,24855.0,-0.04427325161065635,0,24855,,Not Available,Not Available,-3.824544244632382,496,2793,-2.8965682465344837,614,2793,-3.016115325205783,479,1740,-4.393989018840344,506,1754,0.8507137931500922,167,182,-1.0303288660478136,16,182,Assessment of Patient Experience of Care,Yes,Paper or Other Form,Yes,-0.6723382049314559,35,75,-0.1637922380058214,23,75,-2.7754455847309965,103,1438,-2.225376502922852,136,387
34029,OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD ,CHANDLER,AZ,85225,Maricopa,-0.05521438586699092,6.53,26337.0,-0.04309308469442703,19.83,26337,,0,0,0.5154031251774769,486,491,0.6941640940226083,485,491,0.48033202468688324,362,364,0.38624782570660177,350,353,0.87819128615719,149,161,1.6433704651751508,133,161,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-1.3395485244148722,14,37,,Not Available,Not Available,0.3988048356101501,264,290,-1.2250185029737937,191,349
34030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD ,TUCSON,AZ,85712,Pima,-0.05246844083285876,30.33,15047.0,-0.039945972917815493,38.71,15047,,Not Available,Not Available,0.2722763025643909,542,574,0.04240877074961529,487,574,0.32913692932862143,553,574,0.30193070355527524,562,574,0.6194159089764187,263,309,1.1949771067283845,217,309,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.26959403699865764,52,100,-0.054615112309539776,32,100,-0.00956719295168356,337,420,0.27551849694979386,219,258
34031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE ,PHOENIX,AZ,85027,Maricopa,-0.054822108004972045,7.62,15263.0,-0.04387986263857991,4.23,15263,,Not Available,Not Available,0.5629598003699268,758,759,0.7390482482795716,757,759,0.5070707071457397,461,461,0.44404585298775223,461,461,1.0973155974796174,172,174,1.1699858775419332,121,174,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.27882899404008404,340,387,-2.575501802905022,52,184
40002,JOHNSON REGIONAL MEDICAL CENTER,PO BOX 738 ,CLARKSVILLE,AR,72830,Not Available,-0.054037552280934285,4.43,4140.0,-0.04387986263857991,1.43,4140,,Not Available,Not Available,0.4539534886928504,270,276,0.48002927475501084,260,276,0.4701227095662285,261,263,0.44404585298775223,263,263,0.6837619369044329,40,46,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.5333094990006988,22,29,2.980180629789361,20,29,0.6368641553185773,145,149,0.8757332969192289,37,38
40014,WHITE COUNTY MEDICAL CENTER,3214 E RACE AVE ,SEARCY,AR,72143,White,-0.05521438586699092,1.47,6550.0,-0.04427325161065635,.6,6550,-1.40530284174249,11,34,0.4379231487403394,434,445,0.0050053088688123805,374,445,0.31746914061930176,444,462,0.18361474182680218,502,522,0.7474123320980908,95,107,0.14063698844200526,44,107,Assessment of Patient Experience of Care,No,Paper or Other Form,Yes,1.4146775395908506,26,35,2.71257353973682,23,35,0.5187806771802161,211,224,-0.8248753029941701,212,335
40015,MENA REGIONAL HEALTH SYSTEM,311 MORROW ST N ,MENA,AR,71953,Polk,-0.028147213387688226,39.78,2383.0,-0.026177358895140068,26.16,2383,,Not Available,Not Available,0.45715955668335273,186,190,0.6525527426802148,186,190,0.15412009868883236,166,179,-0.4678030244713447,155,179,-0.8191525856736758,14,32,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,0.6133988487654417,88,91,-1.1750006029763407,27,48
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 N MAIN ST ,HARRISON,AR,72601,Boone,-0.055606663729009805,0.0,545.0,-0.04427325161065635,0,545,,0,0,0.5373112564459087,162,163,0.693696550749098,161,163,0.4239377125918404,115,117,0.44404585298775223,107,107,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,0.7382948352579394,85,85,1.0257869969115876,37,37
40019,FORREST CITY MEDICAL CENTER,1601 NEW CASTLE RD ,FORREST CITY ,AR,72335,Not Available,-0.055606663729009805,0.0,2177.0,-0.04427325161065635,0,2177,,Not Available,Not Available,0.11036986904402796,170,186,0.273375147863574,167,186,0.47692891964666473,160,161,0.3549688932956255,151,153,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.4544403205022627,74,80,-0.374714203017094,26,36
40020,ST BERNARDS MEDICAL CENTER,PO BOX 9320 ,JONESBORO,AR,72403,Not Available,-0.055606663729009805,0.0,1966.0,-0.04427325161065635,0,1966,,Not Available,Not Available,0.4817394112772029,238,242,0.6544229157742553,237,242,0.5070707071457397,99,99,0.3753681970419138,98,99,0.46428980921482754,25,31,-1.3486953943795645,0,31,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,-1.0985065177158804,16,39,,Not Available,Not Available,0.7382948352579394,141,141,1.0257869969115876,120,120
40026,ST VINCENT HOT SPRINGS,300 WERNER ST PO BOX 29001,HOT SPRINGS,AR,71903,Garland,-0.055606663729009805,0.0,5266.0,-0.03640547216912753,25,5266,,Not Available,Not Available,-1.2356443423018277,192,290,-1.0062907917334003,181,290,0.3281646136028443,288,299,-0.4569233958066577,275,317,-0.21256084131444836,41,67,0.2188704015474186,29,67,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.9602285013337003,15,35,,Not Available,Not Available,0.639891936809305,75,77,1.0257869969115876,525,525
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DR ,MOUNTAIN HOME,AR,72653,Baxter,-0.055606663729009805,0.0,3225.0,-0.04427325161065635,0,3225,,Not Available,Not Available,-3.1058506700947976,88,282,-3.144833724768314,47,282,,Not Available,Not Available,0.4168467813260338,246,247,-0.7304594120431696,25,54,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.5045911030907783,22,45,0.054562013386741874,15,45,0.6542738988902591,176,180,-0.4747500030119998,26,37
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET ,JACKSONVILLE,AR,72076,Pulaski,,0.0,0.0,,0,0,0.8493105178406316,77,80,0.11090421370911117,234,256,0.3131163261119269,232,256,0.47060886742911706,396,399,0.44404585298775223,400,400,0.9439285795539182,34,36,0.7639689511939318,21,36,Assessment of Patient Experience of Care,No,Paper or Other Form,No,-0.49779054490804836,24,49,,Not Available,Not Available,0.7382948352579394,229,229,0.27551849694979386,61,72
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVE ,CONWAY,AR,72034,Not Available,-0.055606663729009805,0.0,2226.0,-0.04427325161065635,0,2226,,Not Available,Not Available,0.4865485132629564,189,192,0.6782676227232668,189,192,0.5070707071457397,229,229,0.41412687415986255,228,229,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,0.441950721853013,106,115,-1.5251259029585111,17,35
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DR ,POCAHONTAS,AR,72455,Randolph,-0.055606663729009805,0.0,3633.0,-0.036798861141203974,11.75,2633,,Not Available,Not Available,0.4459383187165953,295,302,0.5501607657815166,289,302,0.4263685019062818,297,302,0.3767281506250004,299,302,1.064968675332021,47,48,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,0.6256437969319644,24,26
